,e0b9d79758b - initial,,,,,,408a28e7676 - sup json,,,,,,01b8046c58e - WithName WithValues,,,,,,32596ed3ef9 - only v>3,,,,,,f7ac1e31be7 - no WithName,,,,,
,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit
SchedulingThroughput,333.3333333,458,463,463,463,pods/s,974,974,974,974,974,pods/s,500,272,728,728,728,pods/s,250,209,371,371,371,pods/s,500,352,648,648,648,pods/s
BenchmarkPerfScheduling/PreferredTopologySpreading/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,5.246500174,3.949317739,11.05084746,14.44067797,26.88,ms,418.188128,404.137931,874.9367089,1077.468354,1239.493671,ms,0.39439015,0.317772512,0.661728395,1.251282051,2.826666667,ms,7.95727624,6.335025381,15.23371648,23.27272727,50.82352941,ms,3.415093942,2.737588652,6.120481928,10,24,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,950.0427629,923.4498834,2069.578544,2314.789272,2510.957854,ms,0.18598457,0.147747748,0.348648649,0.511627907,1.6,ms,0.503062346,0.354559505,0.76534296,1.233333333,3.04,ms,1997.297088,2048,4260.939597,4690.469799,5034.09396,ms,638.5824364,635.4545455,1150.707071,1215.353535,1267.070707,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.378359675,0.263975155,0.791351351,1.284210526,2.442105263,ms,0.42484123,0.319904077,0.661386139,1.072727273,3.066666667,ms,2.719490869,2.540636042,3.954063604,7.083333333,15.25,ms,0.680236591,0.374789916,1.364705882,2.145454545,5.4,ms,0.247088901,0.16913767,0.463157895,0.726315789,1.6,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.873177801,0.653956835,1.6,2.666666667,5.6,ms,2.409673294,1.627352572,3.503649635,5.641025641,22.4,ms,575.3016401,558.6592179,1123.520782,1201.760391,1264.352078,ms,1.307926964,0.910662824,2.73006993,3.795348837,10.97142857,ms,0.585313739,0.381488203,0.923943662,1.487323944,4.622222222,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,86.04347826,72,180,187,206,pods/s,400,430,502,502,502,pods/s,333.3333333,349,380,380,380,pods/s,111.1111111,122,153,153,153,pods/s,285.7142857,314,331,331,331,pods/s
BenchmarkPerfScheduling/PreferredTopologySpreading/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,19.68922836,18.04958678,31.27272727,48.90566038,108.6511628,ms,4.028967167,3.160766106,5.833333333,8.857142857,19.33333333,ms,4.891948822,3.872659176,7.646326276,13.04347826,28.6,ms,0.985290783,0.649951028,1.784172662,2.935251799,7.529411765,ms,5.807235094,5.838813669,7.901998711,13.22105263,28.96551724,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,13431.02245,13170.63973,20066.26263,27486.31579,38265.26316,ms,2169.224065,2168.447205,4482.391034,4801.195517,5056.239103,ms,2826.067353,2796.390346,4945.393494,6447.407407,9481.481481,ms,2.243265097,1.663589744,4.127272727,5.945454545,13.47368421,ms,3232.840079,3205.953488,7371.652661,8805.826331,9953.165266,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.279070187,0.779166667,2.804123711,4.184615385,10.15172414,ms,0.290287672,0.188183422,0.565217391,0.782608696,1.548051948,ms,0.750970754,0.624351747,0.942372881,1.765517241,6.128813559,ms,14.85410176,13.11576011,27.76103896,31.91688312,61.36470588,ms,0.39587074,0.314184898,0.693129771,1.103797468,2.809756098,ms
BenchmarkPerfScheduling/PreferredTopologySpreading/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,2.970344292,2.224046921,5.803389831,7.529411765,21.1027027,ms,0.659575045,0.614822771,0.786680988,1.352727273,3.127272727,ms,0.838992025,0.642424242,1.289795918,1.709589041,4.736,ms,7853.616572,7543.792633,17144.49511,18812.24756,20146.44951,ms,0.876275535,0.686738351,1.444135189,1.647058824,4.992,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/500Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,333.3333333,331,540,540,540,pods/s,500,343,657,657,657,pods/s,488,15,961,961,961,pods/s,500,480,520,520,520,pods/s,919,919,919,919,919,pods/s
BenchmarkPerfScheduling/MixedSchedulingBasePod/500Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,4.697528428,3.744488978,9.376397516,13.73167702,25.32190476,ms,2.074498499,1.601858224,3.235714286,4.651948052,10.00363636,ms,0.332793264,0.311161583,0.484150943,0.847692308,1.572615385,ms,3.760153136,3.306603774,7.294308943,8.063157895,15.42315789,ms,1097.669696,1085.683646,2215.744292,2387.872146,2525.574429,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/500Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,1919.780502,1950.355731,4248.605825,4684.302913,5032.860583,ms,808.560827,817.7419355,1269.096774,1851.544304,2418.308861,ms,0.438875544,0.333433962,0.722666667,1.026206897,2.178782609,ms,1385.022419,1441.032258,2403.372043,2523.664516,4386.413115,ms,0.20683452,0.163287905,0.385454545,0.611746032,1.178,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/500Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.338746358,0.216542751,0.720775194,1.100618557,2.290181818,ms,0.155392863,0.142271784,0.318091286,0.390580913,0.739304348,ms,2.335830859,1.814456722,3.788339223,5.312643678,11.78769231,ms,0.281447149,0.193829296,0.590325581,0.752837209,1.660571429,ms,0.461961824,0.35532102,0.758336634,1.14,2.683151515,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/500Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.757185852,0.57748503,1.474,2.255849057,4.912,ms,0.35025773,0.316023936,0.577105263,0.827179487,1.543897436,ms,1055.044875,1050.385164,2202.28752,2381.14376,2524.228752,ms,0.597849013,0.491596639,1.229855072,1.483043478,2.912444444,ms,2.774624325,2.459488273,3.96652452,6.935353535,14.69132075,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/5000Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,66.66666667,73,80,85,85,pods/s,333.3333333,360,458,458,458,pods/s,250,243,362,362,362,pods/s,250,225,329,329,329,pods/s,240.25,285,317,317,317,pods/s
BenchmarkPerfScheduling/MixedSchedulingBasePod/5000Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,18.56581716,14.79952969,38.52333333,53.245,81.52571429,ms,5.784957964,5.344767778,9.044444444,14.80326797,29.68603279,ms,6.422203549,5.995113538,8.777002053,16.08888889,30.7030491,ms,5.732118769,5.293497364,8.892105263,14.70263158,29.53780731,ms,7.172555072,6.424568966,13.18640906,15.53924051,30.41675676,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/5000Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,43857.77136,35672.25614,115855.9576,139847.9788,159041.5958,ms,18564.80391,19272.87231,36492.3278,38726.1639,40513.23278,ms,21107.28819,21180.57268,37004.11454,38982.05727,40564.41145,ms,15215.02734,14623.37478,34513.83607,37736.91803,40315.38361,ms,20835.0149,20505.48416,36869.09683,38914.54842,40550.90968,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/5000Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.9400049,0.640317919,2.081826484,2.888401826,5.931663551,ms,0.320378001,0.273785971,0.64,0.787447699,1.570397554,ms,0.769114575,0.645369985,1.320138648,1.776416185,4.448,ms,0.319778031,0.286274896,0.6253125,0.778628472,1.570138614,ms,0.376962835,0.319487485,0.673889348,0.929565217,2.250472727,ms
BenchmarkPerfScheduling/MixedSchedulingBasePod/5000Nodes/namespace-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,2.22053756,1.540437624,4.881860465,6.055548173,13.10287324,ms,0.749091487,0.627997408,1.042342606,1.558360176,5.364903226,ms,1.006071933,0.675124533,1.461676582,2.44973913,10.02421858,ms,0.743833056,0.631132695,1.145718194,1.737402597,5.050064516,ms,0.89128305,0.6884496,1.440070175,1.594947368,5.725928058,ms
BenchmarkPerfScheduling/PreemptionBasic/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,41.66666667,0,35,461,461,pods/s,83.33333333,1,390,390,390,pods/s,83.33333333,1,475,475,475,pods/s,55.55555556,0,490,490,490,pods/s,71.42857143,1,375,375,375,pods/s
BenchmarkPerfScheduling/PreemptionBasic/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,47.62450628,28.28056112,177.9512195,216.9756098,248.195122,ms,0.68095885,0.424489796,1.6,2.509090909,4,ms,22.56752855,14.91289199,56,67.62264151,115.9245283,ms,11210.22093,15349.73948,19453.9479,19966.97395,20377.39479,ms,28.09151639,15.16712329,75.96747967,101.9837398,122.796748,ms
BenchmarkPerfScheduling/PreemptionBasic/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,15478.82572,15349.73948,19453.9479,19966.97395,20377.39479,ms,20.25148639,12.85981308,54.08849558,78.76923077,118.1538462,ms,6575.48166,7669.718876,9725.943775,9982.971888,10188.59438,ms,1.11672195,0.711111111,3.037974684,4.441791045,6.352238806,ms,5930.982054,7669.718876,9725.943775,9982.971888,10188.59438,ms
BenchmarkPerfScheduling/PreemptionBasic/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.449220312,0.75,4.043636364,5.498181818,10.83076923,ms,6748.367921,7674.869739,9726.973948,9983.486974,10188.69739,ms,0.847301472,0.8,2.150537634,3.010752688,6.012121212,ms,47.81009751,30.36421725,116.4387097,126.7612903,226.9090909,ms,0.716244497,0.4,1.57037037,2.410958904,4.8,ms
BenchmarkPerfScheduling/PreemptionPVs/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,22.31818182,0,1,78,406,pods/s,71.42857143,1,447,447,447,pods/s,56,1,441,441,441,pods/s,38.46153846,1,20,469,469,pods/s,71.42857143,2,440,440,440,pods/s
BenchmarkPerfScheduling/PreemptionPVs/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,40.07788741,29.83966245,105.3451327,150.0689655,238.3448276,ms,8.304491474,8.997987928,15.43661972,21,48,ms,8.788325855,8.157635468,16.43835616,27.39726027,57.33333333,ms,15.22857777,12.07582938,29.66371681,42.88,93.86666667,ms,7.290039356,8.017660044,15.0816777,15.96467991,32,ms
BenchmarkPerfScheduling/PreemptionPVs/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,23745.38693,30595.62753,38887.12551,39923.56275,40752.71255,ms,6550.784156,7654.141414,9722.828283,9981.414141,10188.28283,ms,8167.645357,7659.354839,9723.870968,9981.935484,10188.3871,ms,12200.67822,15297.81377,19443.56275,19961.78138,20376.35628,ms,6413.378842,7648.906883,9721.781377,9980.890688,10188.17814,ms
BenchmarkPerfScheduling/PreemptionPVs/500Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,4.040909322,2.171428571,10.66666667,12.75816993,34.74285714,ms,1.23593325,0.820689655,2.904545455,3.131818182,12.26666667,ms,1.522305005,0.872727273,3.152238806,5.13015873,11.45263158,ms,2.103013834,1.605536332,5.589333333,8.186046512,20,ms,1.206150238,0.816,2.895442359,3.109919571,10.33846154,ms
BenchmarkPerfScheduling/Unschedulable/500Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,250,270,341,341,341,pods/s,500,20,980,980,980,pods/s,500,283,717,717,717,pods/s,500,269,731,731,731,pods/s,500,424,576,576,576,pods/s
BenchmarkPerfScheduling/Unschedulable/500Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,3383.054899,3482.25641,4795.076923,4959.179487,5090.461538,ms,0.579923263,0.2133829,1.195959596,1.933333333,5.485714286,ms,2.216626218,1.774193548,3.708683473,4.592592593,9.230769231,ms,2.29128517,1.916030534,3.785714286,4.654545455,9.333333333,ms,1.872799691,1.595829196,2.901234568,3.641975309,7.8,ms
BenchmarkPerfScheduling/Unschedulable/500Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.136424643,0.760220994,2.589247312,3.105376344,6.4,ms,0.561536443,0.421776504,1.202877698,1.490647482,2.8,ms,1096.653399,1059.397117,2019.915612,2289.957806,2505.991561,ms,1109.352973,1071.266846,2063.875969,2311.937984,2510.387597,ms,880.1403169,950.1030928,1214.020619,1247.010309,1273.402062,ms
BenchmarkPerfScheduling/Unschedulable/500Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.835864562,1.509974425,3.271910112,5.069662921,8.145454545,ms,3.364168815,2.23255814,6.860103627,8.888888889,23.11111111,ms,0.482849137,0.342994012,1.032061069,1.398473282,3.2,ms,0.318264882,0.185403727,0.72962963,1.075,2.2,ms,0.251523164,0.167628205,0.640394089,0.75862069,1.417142857,ms
BenchmarkPerfScheduling/Unschedulable/500Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,9.018239483,7.632478632,15.50214592,23.51515152,48.64,ms,2363.8292,2025.052386,3304.397163,4212.198582,4938.439716,ms,0.439281677,0.35600624,0.748821549,0.988235294,1.745454545,ms,0.461603225,0.384842884,0.780901857,1.16056338,1.745454545,ms,0.368908376,0.327784891,0.660773481,0.771270718,1.4,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,169.0344828,159,231,240,251,pods/s,785.1666667,868,923,923,923,pods/s,531.6666667,589,613,613,613,pods/s,277.7777778,260,445,462,462,pods/s,829.8333333,886,921,921,921,pods/s
BenchmarkPerfScheduling/Unschedulable/5000Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,14.79378903,11.93310105,28.68965517,42.14886731,63.68932039,ms,2.986979063,2.179990863,5.032258065,8.28,21,ms,4.0162699,3.191821732,7.479674797,12.41666667,25.6,ms,8.770568804,6.43502052,15.5331992,27.62589928,58.9044586,ms,2.877494431,2.071462601,4.689230769,7.889230769,15.69082126,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,27695.56674,27493.40347,38266.68069,39613.34035,40690.66807,ms,6103.482117,6565.007178,9505.001436,9872.500718,10166.50014,ms,8423.955899,8358.718861,16419.73037,18449.86519,20073.97304,ms,17474.63366,17619.64831,34271.56107,37615.78054,40291.15611,ms,5846.917664,6280.828951,9448.16579,9844.082895,10160.81658,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,2.241641637,1.110297483,3.957632399,7.490909091,23.40122699,ms,0.500793302,0.192035398,0.72119403,1.398830409,6.242944785,ms,1.03990212,0.630868629,1.432323232,4.087591241,11.68484848,ms,1.4206758,0.634436451,2.327683616,5.664367816,20.34871795,ms,0.488797158,0.186840347,0.697484277,1.383458647,6.048554913,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/200InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,3.215815244,2.625695364,6.019896065,8.722580645,19.2,ms,0.616620566,0.608341511,0.906515581,1.473087819,2.832085561,ms,0.820818353,0.647341083,1.427101201,2.203039514,3.175683891,ms,1.884133729,1.494716243,3.137812326,5.07012987,11.63636364,ms,0.598125588,0.60979152,0.797189037,1.42633452,2.815300546,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/2000InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,133.5135135,138,173,182,184,pods/s,747.6666667,709,920,920,920,pods/s,555.5555556,577,612,612,612,pods/s,555.5555556,622,647,647,647,pods/s,625,620,697,697,697,pods/s
BenchmarkPerfScheduling/Unschedulable/5000Nodes/2000InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,6.957793581,1.687712665,21.73981603,24.68331143,54.3030303,ms,6.382681676,3.275792854,14.77804296,20.94736842,49.36434109,ms,7.118339942,3.536939314,14.89143481,21.58545455,51.82822086,ms,65922.51851,61440,77824,79872,81510.4,ms,2.263791026,0.366666667,6.727933884,10.43041322,20.42553191,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/2000InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,3.764551669,2.922684792,6.298783455,10.42285714,22.37117117,ms,38944.40411,32411.95059,53034.24542,67477.12271,79031.42454,ms,42317.69641,51233.75487,75782.75097,78851.37549,81306.2751,ms,3.18661644,0.373756695,11.05,16.13498759,25.02828784,ms,0.825418257,0.679562658,1.48213628,2.16916996,4.661728395,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/2000InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,26.29745984,15.19137134,57.56549865,63.6032345,151.7037037,ms,2.015606193,0.334030046,5.907533806,8.401126761,17.86373626,ms,2.882259834,0.707813587,10.25185185,11.84729345,26.66666667,ms,0.844704488,0.687561328,1.503945111,2.247058824,4.701234568,ms,7.366469027,3.545591182,16.80720721,26.8972973,54.42176871,ms
BenchmarkPerfScheduling/Unschedulable/5000Nodes/2000InitPods/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,144155.325,122880,155648,159744,163020.8,ms,0.689188382,0.629871414,1.25807771,1.853281853,3.088803089,ms,0.784728623,0.630786984,1.22278481,2.103426791,3.100311526,ms,10.0911563,3.582179713,30.40620957,47.62790698,63.65652952,ms,44356.90255,61440,77824,79872,81510.4,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/1000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,219,200,312,312,312,pods/s,500,215,785,785,785,pods/s,500,453,547,547,547,pods/s,500,275,725,725,725,pods/s,500,306,694,694,694,pods/s
BenchmarkPerfScheduling/SchedulingWithMixedChurn/1000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,10.06659984,8.997772829,17.41818182,26.52727273,48.80842105,ms,0.289242787,0.182641196,0.674,0.903478261,1.599826087,ms,3.373291501,3.137931034,5.871604938,9.208695652,17.584,ms,3.020263253,2.712255773,5.531313131,7.553535354,14.82117647,ms,3.070069614,2.830045524,4.827777778,7.608333333,15.33111111,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/1000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,2064.301207,2021.561713,4351.231231,4735.615616,5043.123123,ms,0.650141261,0.574558304,1.262857143,1.548571429,3.058823529,ms,806.6618954,796.0680529,1280,1920,2432,ms,629.0284449,616.656535,1145.546218,1212.773109,1266.554622,ms,653.1092362,648.8362919,1153.767258,1216.883629,1267.376726,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/1000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.06612728,0.737160121,2.49344,3.13472,6.070153846,ms,2.733917356,1.981372549,5.283478261,7.024347826,13.04842105,ms,0.648265421,0.513243762,1.056190476,1.532857143,4.920615385,ms,0.324010668,0.207210031,0.6903125,1.025660377,1.998,ms,0.308552544,0.219345238,0.678848921,0.9325,1.599833333,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/1000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,2.384273976,1.926530612,5.169230769,6.288111888,12.8,ms,580.2450391,619.8198198,1148.312757,1214.156379,1266.831276,ms,0.789214725,0.647831475,1.414876033,2.251851852,4.906666667,ms,0.735067377,0.634202899,1.392207792,1.972093023,4.693333333,ms,0.777998587,0.636056338,1.389189189,1.974468085,4.8,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,250,248,349,349,349,pods/s,666.6666667,724,816,816,816,pods/s,333.3333333,203,601,601,601,pods/s,635,685,701,701,701,pods/s,622,645,709,709,709,pods/s
BenchmarkPerfScheduling/SchedulingWithMixedChurn/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,8.41217235,6.502085071,15.25141388,24.23225806,54.02482759,ms,2.803646585,2.570902394,4.616149068,7.10310559,15.33,ms,5.117672992,3.473490427,12.31836735,15.04353741,30.68408163,ms,3.357292769,3.063655031,6.267961165,8.947826087,15.91130435,ms,3.389901968,3.052264808,6.24744186,8.542528736,15.9062069,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,3730.113559,3730.358566,7989.450549,9114.725275,10014.94505,ms,1197.570122,1182.857143,2274.922049,2417.461024,2531.492205,ms,2021.92699,1767.955801,4192.463768,4656.231884,5027.246377,ms,1496.272753,1488.140214,2485.219085,3291.428571,4754.285714,ms,1550.600976,1574.622824,2610.196078,3865.098039,4869.019608,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.932852141,0.610962241,1.711304348,2.873043478,6.397538462,ms,0.316179575,0.201597444,0.679844358,0.9832,1.864888889,ms,0.998012882,0.676029412,2.097272727,3.007727273,7.369846154,ms,0.39418819,0.295634921,0.761578947,1.246614173,2.665777778,ms,0.395331733,0.284977578,0.749908815,1.224504505,2.916705882,ms
BenchmarkPerfScheduling/SchedulingWithMixedChurn/5000Nodes/namespace-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,2.055481574,1.546227709,3.248120301,5.654135338,12.672,ms,0.683764779,0.621677893,1.162264151,1.81443299,3.134020619,ms,1.210909508,0.720769848,2.660122699,3.150920245,6.4,ms,0.849240008,0.68155477,1.543414634,2.454135338,5,ms,0.848525705,0.682871357,1.530352941,2.393700787,5.028571429,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,62.5,63,81,82,82,pods/s,58.82352941,59,73,75,75,pods/s,34.13793103,38,50,51,52,pods/s,45.45454545,47,58,58,61,pods/s,50,49,59,60,62,pods/s
BenchmarkPerfScheduling/SchedulingRequiredPodAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,18.518494,14.96864111,30.29041096,39.4893617,82.28571429,ms,8289.439917,8181.960784,17763.81963,19121.90981,20208.38196,ms,33.35732828,26.36766623,64.7032967,99.86813187,128,ms,25.53502459,24.78355502,41.29032258,58.49462366,115.2,ms,23.10315028,23.93357058,31.52550415,49.39130435,107.4285714,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,7072.690319,6642.162162,16630.37594,18555.18797,20095.03759,ms,6.307527697,5.339325843,11.10672646,12.54170404,24.13714286,ms,12033.58344,10775.63077,30293.33333,35626.66667,39893.33333,ms,10505.60882,11041.92771,19266.82731,20294.93976,35964.87805,ms,9176.173168,8993.062731,18120.553,19300.2765,20244.0553,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,6.062021664,5.115428571,10.70282486,12.51073446,32.91428571,ms,0.542062429,0.515841584,0.77960396,1.223333333,4.573714286,ms,12.99306823,9.86039783,24.85677419,40.17777778,80,ms,7.715430199,7.874223035,12.55429616,19.09152542,39.82222222,ms,7.281248512,7.293307839,12.18814532,12.8,34.13333333,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.479293093,0.498355263,0.76125,0.794111842,3.056,ms,19.87618899,18.34623218,31.3808554,46.58823529,80,ms,0.977784688,0.680215827,1.493234201,2.577391304,9.415529412,ms,0.67910455,0.564338235,1.248794326,1.532198582,5.272470588,ms,0.614304305,0.548064516,0.895789474,1.421578947,4.896,ms
BenchmarkPerfScheduling/SchedulingPreferredAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,66.66666667,63,94,94,94,pods/s,142.8571429,149,180,180,180,pods/s,125,145,152,152,152,pods/s,140.7142857,151,169,169,169,pods/s,111.1111111,120,132,132,132,pods/s
BenchmarkPerfScheduling/SchedulingPreferredAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
